tweet,date_time,real_sentiment,real_distilbert_sentiment
"More to discover on iPhone and Android http://t.co/QZEiA1J4 Updates to discover, search and notifications",26/04/2012 17:58,joy,positive
"Today's #OnlyOnTwitter - Photos across space and time: http://t.co/crhZ4Hit",20/04/2012 23:23,joy,positive
"Sunday night TV on Twitter http://t.co/qARpD8Or",17/04/2012 00:12,joy,positive
"RT @TwitterEng - We're hosting a Security Open House on March 29: http://t.co/xTcyTg0s",22/03/2012 21:52,joy,positive
"Celebrating all of you as we turn six. http://t.co/o23rmS2j",21/03/2012 17:21,joy,positive
"Twitter Now Available in Arabic, Farsi, Hebrew and Urdu. http://t.co/puV0dNYL",06/03/2012 18:07,joy,positive
"Promoted Products: now more mobile http://t.co/iW7BYmst",28/02/2012 20:02,joy,positive
"The results are in. Jessica Chastain was your #BestDressed at the #Oscars. See who the top five were here: http://t.co/UjcBdse5",28/02/2012 00:38,joy,positive
"And the winner is... ""Undefeated"", for when the movie won Best Documentary Feature. Congratulations, @TJMckayMartin.",27/02/2012 06:26,joy,positive
"The nominees for most-tweeted #Oscars moment are: ""Undefeated"". Angie's leg. Dictator & Seacrest. Ferrell & Galifianakis. ""Man or Muppet"".",27/02/2012 06:25,joy,positive
"Coming up - the nominees and award for most-tweeted #Oscars moment.",27/02/2012 05:57,joy,positive
"Discover: Literature http://t.co/e5pUEXlX",24/02/2012 19:51,joy,positive
"The #Oscars are this Sunday night. Use #BestDressed to tell ABC's Red Carpet host @ninagarcia who you think looks best: http://t.co/5tq9jbl6",23/02/2012 22:35,joy,positive
"Let your Tweets determine the 2012 Sprite Slam Dunk champion http://t.co/rFmXG4GB",23/02/2012 18:14,joy,positive
"Twitter mobile app updates for iPhone and Android http://t.co/AZzDzICW",21/02/2012 23:36,joy,positive
"Excited to share that we've partnered with Russian search engine @yandex to include the Twitter feed in their search results.",21/02/2012 15:25,joy,positive
"Coming Soon: Twitter Advertising for Small Businesses #TwitterSmallBiz http://t.co/aMXJ26eR",17/02/2012 14:32,joy,positive
"New version of Twitter, now on for everyone http://t.co/bKRshGyB",16/02/2012 21:40,joy,positive
"Twitter Recap: #GRAMMYs 2012 http://t.co/7o2Qz3Ox",15/02/2012 18:35,joy,positive
"Securing your Twitter experience with HTTPS - on by default when you sign in to http://t.co/Oco17wnI: http://t.co/vr1BOYoj",13/02/2012 22:14,joy,positive
"Twitter SMS: Now available for satellite providers http://t.co/yInwtiir",09/02/2012 21:07,joy,positive
"Post-Bowl Twitter analysis http://t.co/OYYSRSew http://t.co/M0AtLQVd",06/02/2012 21:07,joy,positive
"The highest Tweets per second #SuperBowl peak came at the end of the game: 12,233. 2nd highest was during Madonna's performance: 10,245.",06/02/2012 04:31,joy,positive
"Madonna's performance during the Super Bowl's halftime show saw an average of 8,000 Tweets per second for five minutes.",06/02/2012 03:43,joy,positive
"In the final three minutes of the Super Bowl tonight, there were an average of 10,000 Tweets per second.",06/02/2012 03:43,joy,positive
"The #SuperBowl is almost here! Here's tips for following the game on Twitter and how to vote for your favorite ads: http://t.co/o469kAO4",02/02/2012 20:10,joy,positive
"Shipping a #hackweek project -- the best worst recruiting video ever. Introducing: At Twitter, The Future is You! http://t.co/PT15Erm0",28/01/2012 01:12,joy,positive
"Our update to yesterday's post, with answers to some frequently-asked q's: http://t.co/t8i0mZef",27/01/2012 22:25,neutral,neutral
"Tweets still must flow http://t.co/t8i0mZef",26/01/2012 20:58,neutral,neutral
"It's #hackweek at Twitter. http://t.co/ToRbP3hY",25/01/2012 20:21,joy,positive
"Twitter Translation Center adds Right-to-Left Languages http://t.co/teeaCzbo",25/01/2012 15:02,joy,positive
"Discover the 2012 Sundance Film Festival on Twitter http://t.co/fPiG36Yy",19/01/2012 18:11,joy,positive
"2.4+ million SOPA-related Tweets from 12am-4pm ET today. Top 5 terms: SOPA, Stop SOPA, PIPA, Tell Congress, #factswithoutwikipedia",19/01/2012 00:37,anger,negative
"Top 3 people mentioned during the #goldenglobes: 1) Morgan Freeman   
2) @rickygervais 3) George Clooney (3/3)",16/01/2012 21:26,joy,positive
"#Goldenglobe moments w/ the most Twitter buzz: 1) @downtonabbey win 2) Tina Fey photobomb w/ Amy Poehler 3) The Artist wins Best Score (2/3)",16/01/2012 21:25,joy,positive
"Last night's #goldenglobes saw a peak of 6,162 Tweets per second. (1/3)",16/01/2012 21:24,joy,positive
"Tomorrow night on @FoxNews - here's how to follow and tweet about the debate: http://t.co/p2Yi7pLt",16/01/2012 04:33,neutral,neutral
"Last night @TimTebow lead the @Denver_Broncos to an overtime playoff win and a new sports Tweets per second record: 9420",09/01/2012 18:12,joy,positive
"Twitter, in your language http://t.co/fHRn5DV7",06/01/2012 17:41,joy,positive
"Let's Fly: Embeddable Tweets http://t.co/yQUeT8aE",05/01/2012 20:25,joy,positive
"#protip Now you can embed a Tweet right on your WordPress blog, Posterous Space, or any website. Read more: https://t.co/WvDDXCMB",05/01/2012 19:34,joy,positive
"Twitter is now available in four new languages: Danish, Finnish, Norwegian and Polish.",21/12/2011 01:25,joy,positive
"Let's Fly: TweetDeck http://t.co/evgvLtYO",16/12/2011 19:06,joy,positive
"GOP #IowaDebate tonight! Are the candidates really answering the questions? Tweet candidate name + #answer or #dodge. http://t.co/Ah5vQiBW",16/12/2011 00:17,neutral,neutral
"Let's Fly: Mobile http://t.co/vTOe4ol9",14/12/2011 20:59,joy,positive
"Our #YearInReview finale: The 2011 Golden Tweet Award goes to @Wendys http://t.co/6wOwUrUS http://t.co/JJKQobEL",08/12/2011 21:49,joy,positive
"Feedback on the changes? Share your thoughts with @feedback using the hashtag #newlook. If you need help, pose any questions to @support.",08/12/2011 18:08,joy,positive
"The new #discover tab is your window into what interests you right now. And the more you use it, the better it gets. #letsfly",08/12/2011 18:04,joy,positive
"A new Twitter experience is rolling out over several weeks; access it now by getting the iPhone or Android apps released today. #letsfly",08/12/2011 17:59,joy,positive
"We've been building something new! Come see: fly.twitter.com #letsfly",08/12/2011 17:47,joy,positive
"Let's Fly! http://t.co/lq0k4D1J",08/12/2011 17:43,joy,positive
"Part 4 of Twitter's #YearInReview: the top Tweets per Second (TPS) of 2011. http://t.co/7ApFEUsP http://t.co/37Lu59kn",06/12/2011 21:05,joy,positive
"The leading topics and hashtags of the year: Day three of Twitter’s #YearInReview series: http://t.co/3zlF3HID",05/12/2011 08:53,joy,positive
"Who joined Twitter in 2011? Day two of our annual #YearInReview series: http://t.co/6hEHtyeX",02/12/2011 18:27,joy,positive
"Here's day one of our annual #YearInReview series. Ten remarkable @TwitterStories of 2011: http://t.co/RmNc2z6W",01/12/2011 18:06,joy,positive
"Are you all ready for T-day? Discover #thanksgiving here: http://t.co/8LRVYAgT",23/11/2011 22:51,joy,positive
"It's Activity Monday! Everyone now has the Activity & @username tabs. Learn more about these features in our blog post: http://t.co/sybjT6WM",14/11/2011 23:53,joy,positive
"What did 11.11.11 look like on Twitter? Watch the day unfold around the world here: http://t.co/HGPVq8f6",14/11/2011 20:29,joy,positive
"Twitter is now a search option in Firefox 8. Get the add-on to search people & topics with @ and # from the address bar http://t.co/PmdByCVd",08/11/2011 21:52,joy,positive
"Twitter, TV and You http://t.co/AOHgXWqU",26/10/2011 02:34,joy,positive
"How Twitter trends work and why something popular may not trend (via @socialflow ): http://t.co/y25h20vg",17/10/2011 16:28,neutral,neutral
"In case you missed this yesterday - Twitter and iOS 5: Sharing made simple http://t.co/wU7xrPbL",13/10/2011 17:33,joy,positive
"To see the #thankyousteve Tweets, view this zoomed-in version of the visualization http://t.co/un0LV1DJ / cc @twitter",07/10/2011 01:31,joy,positive
"Here's a visualization of public #thankyousteve Tweets, sent over about 4.5 hours yesterday evening http://t.co/f1vhDniw (by @miguelrios)",07/10/2011 01:26,joy,positive
"Connect with experts from the UK like @richardbranson in this week’s Twitter Q&As http://t.co/P0LSGWqV",04/10/2011 08:04,joy,positive
"Share a photo via text message http://t.co/DCU0bFTW",21/09/2011 17:08,joy,positive
"Twitter is now available in five new languages: Hindi, Tagalog, Malay and both Traditional and Simplified Chinese. http://t.co/HYfdZEiD",14/09/2011 23:06,joy,positive
"Did you know every NFL team is on Twitter? Find & follow them, along with some of your favorite players http://t.co/CaU8PnN #NFLkickoff",08/09/2011 19:12,joy,positive
"It's World Literacy Day, and if you can't read you can't Tweet! #RTforLiteracy to support @RoomtoRead in their efforts. http://t.co/KgZV9Cv",08/09/2011 17:21,joy,positive
"One hundred million voices http://t.co/uPnX5Um",08/09/2011 16:45,joy,positive
"Your all-access pass to the NFL http://t.co/0rKQr6l",07/09/2011 17:53,joy,positive
"Discover fashion at #NYFW http://t.co/EmkQ56l",06/09/2011 22:49,joy,positive
"@bing We’re in. Can't wait for what comes next.",06/09/2011 22:17,joy,positive
"@bing Totally! Search w/o Twitter = old news. You & @MSN are amazing at using Tweets to make search better & help people stay in the know.",06/09/2011 22:15,joy,positive
"@Bing What's up?",06/09/2011 22:10,joy,positive
"Twitter For Good, a book for people looking to use to make a difference, is free for Kindle readers today! http://t.co/hFHCtu7",06/09/2011 18:47,joy,positive
"#protip Have a Facebook account? Try hooking it up to Twitter for a little multitasking! Here's how: http://t.co/GIAQPOW",01/09/2011 22:44,joy,positive
"Some pics from our employee #twestival. http://t.co/kDEBJna Thanks to @robertfountain for helping organize!",26/08/2011 22:01,joy,positive
"Thanks to @brettdennen for playing #Loverboy today for us! http://t.co/lTIUf9D http://t.co/LCD0vNq",25/08/2011 01:55,joy,positive
"Watching @brettdennen perform barefoot. Eating delicious treats from @eatcurbside & @letsbefrank. #twestival",25/08/2011 00:50,joy,positive
"We couldn't have picked a better day to throw our employee #twestival. Hello San Francisco sun!",25/08/2011 00:28,joy,positive
"And, we hit about 5,500 Tweets per second (TPS). For context, this TPS is more than Osama Bin Laden's death & on par w/ the Japanese quake.",23/08/2011 23:26,neutral,neutral
"Within a minute of today's #earthquake, there were more than 40,000 earthquake-related Tweets.",23/08/2011 23:26,fear,neutral
"Are Tweets faster than seismic waves? We can't speak to speed of seismic waves, but a Tweet can reach your followers in less than a second.",23/08/2011 21:37,neutral,neutral
"Everyone can now see image galleries. We'll share great examples today, such as @LIFE http://t.co/ZreEkdI. What's your favorite? #photos",23/08/2011 16:05,joy,positive
"We bet you look great in any photo album. Yet, resist the urge to enter your password in unsafe places to see pics. See http://t.co/g0d6umq",23/08/2011 15:54,neutral,neutral
"We're rolling out a new feature today. Go to a profile & view images that account has shared on Twitter. More info: http://t.co/2HgSNq9",22/08/2011 19:39,joy,positive
"Getting messages w/ links leading to pics of you? They go to a phishing site. Don't enter your login info. More info: http://t.co/g0d6umq",22/08/2011 02:00,fear,negative
"A new resource for non-profits http://t.co/wq8VDpm #Twitter4Good",15/08/2011 18:31,joy,positive
"@Mummyrusty you're doing great! Love your profile photo. / cc @rustyrockets",12/08/2011 20:54,joy,positive
"Weather: So hot right now http://t.co/WAZbNpy",11/08/2011 20:59,joy,positive
"Show me more http://t.co/Md0QOZu",10/08/2011 21:22,joy,positive
"All users can now easily share photos on Twitter.com. Add an image to your Tweet using the camera icon. http://t.co/qdfVjMn",09/08/2011 22:59,joy,positive
"New Twitter rollout: complete! All users now have the same Twitter.com experience & can access our latest features. http://t.co/8dfSGdV",08/08/2011 19:24,joy,positive
"Cool! “@tw1tt3rart: #TWITTERART ╱╱╱╱╱╱╱╱ ╱╱╭━━━━╮╱╱╭━━━━╮ ╱╱┃▇┆┆▇┃╱╭┫ⓦⓔⓔⓚ┃ ╱╱┃▽▽▽▽┃━╯┃♡ⓔⓝⓓ┃ ╱╭┫△△△△┣╮╱╰━━━━╯ ╱┃┃┆┆┆┆┃┃╱╱╱╱╱╱ ╱┗┫┆┏┓┆┣┛╱╱╱╱╱”",05/08/2011 17:21,joy,positive
"If you're currently using Old Twitter, we want to let you know that you'll be upgraded to New Twitter this week. http://t.co/8dfSGdV",02/08/2011 23:31,joy,positive
"Timely Tweets: Now easier to see. Bringing you Promoted Tweets from accounts you follow http://t.co/MwvDKP2",28/07/2011 16:14,joy,positive
"Tips from Twitter for keeping your account safe and secure: http://t.co/g0d6umq",27/07/2011 22:02,neutral,neutral
"Something to ponder: What percentage of the world's news outlets are on Twitter? #TwitterNews",21/07/2011 17:31,joy,positive
"Genius! “@Gizmodo: A Chilean Teen Tweets About Earthquakes Better Than His Whole Government http://t.co/g1HO5SV”",19/07/2011 22:19,joy,positive
"People helping people! ""@btballenger #twitterstories ...how @seanpower recovered his laptop w/ help from his tweeps http://t.co/uAWIOAm"",18/07/2011 20:00,joy,positive
"Kind words. “@jenconnic: @twitter When Clarence Clemons had his stroke, fans were wishing him well."" http://t.co/iTFIu8u #TwitterStories",18/07/2011 19:34,joy,positive
"That's great! “@melissacrnic: @twitter #ladieslearningcode started with a tweet! Storify via @marsdd - http://t.co/Vo4mYc6 #TwitterStories""",18/07/2011 19:28,joy,positive
"Woah! “@philipjohn: @twitter #TwitterStories: Police live-tweet a drugs raid http://t.co/jSbmBbA”",18/07/2011 19:21,joy,positive
"Have you ever published a @Storify story about something that took place on Twitter? Share it with us and we'll RT a few. #TwitterStories",18/07/2011 18:42,joy,positive
"New Tweets per second records! End of the #WWC final: 7196 TPS. And today's end to the Paraguay/Brazil game is now 2nd with 7166 TPS.",18/07/2011 00:36,joy,positive
"What #hashtags are you tuning into? http://t.co/qOKO9BV",15/07/2011 17:08,joy,positive
"Yesterday, we saw more than 600,000 signups. It took us more than *16 months* to reach the first 600,000 Twitter accounts.",15/07/2011 15:25,joy,positive
"There were 224 Tweets sent on July 15, 2006. Today, users send that many Tweets in less than a tenth of a second.",15/07/2011 15:22,joy,positive
"Twitter, then called Twttr, opened to the public five years ago today. http://t.co/gCEj6JR (cc: @jack @biz @ev @noah @csshsh)",15/07/2011 15:19,joy,positive
"Incredible! ""Breath Bird: New Twitter Client Lets Handicapped Users Tweet With Their Breath"" http://t.co/dqZPPl6 (H/T @ed)",14/07/2011 18:54,joy,positive
"Hey #WWC fans, your Tweets of support inspired Team #USA to go out and win! http://t.co/WEzVAz3 Good luck in the finals @hopesolo and team!",14/07/2011 00:15,joy,positive
"Twitter for Android – Now with Push Notifications and Multiple Accounts http://t.co/032yV6f",13/07/2011 19:31,joy,positive
"Hey music lovers - here's an inside look at @foofighters' soundcheck for their show in less than 1 hour http://t.co/5WBPekU #iTunesFestival",11/07/2011 19:18,joy,positive
"One Million Registered Twitter Apps: http://t.co/Ii2WE3Z",11/07/2011 18:13,joy,positive
"Here's a good tip for those of you who love to read: http://t.co/l9gSH2c",08/07/2011 20:10,joy,positive
"Congrats to @NASA on the Atlantis launch and to the lucky #NASATweetup participants who are tweeting great pics! http://t.co/OEMGo34",08/07/2011 16:50,joy,positive
"Wow, a US professor is awarded an honorary French knighthood for having her students Tweet in French! http://t.co/mOvmI9f",07/07/2011 22:35,joy,positive
"Curious question: What is your favorite never-ending #hashtag? And why?",07/07/2011 20:01,joy,positive
"Check out the cool pictures shared from inside the @Townhall today: http://t.co/i46FIRo #askobama",06/07/2011 21:33,joy,positive
"The White House Twitter @townhall starts at 2pm ET. Ask your questions on the economy w/ #AskObama & watch the event at http://t.co/zs6gPgb",06/07/2011 15:47,joy,positive
"Twitter Town Hall: http://t.co/eXfGxig #AskObama",05/07/2011 18:27,joy,positive
"Tweet your questions for the White House's first @townhall this week. Use #AskObama and tune in July 6th at 2 PM ET at http://t.co/zs6gPgb",04/07/2011 14:41,joy,positive
"200 million Tweets per day http://t.co/mvZBguE",30/06/2011 20:04,joy,positive
"The @whitehouse holds its first Twitter Town Hall next Wednesday. Follow @townhall for updates on the event. #AskObama",30/06/2011 15:02,joy,positive
"New blog post: Global pulse – how news spreads on Twitter after major events http://t.co/dEgHVve",29/06/2011 20:04,neutral,neutral
"Did you know there are hundreds of regularly scheduled chats for any imaginable topic? @twchat made a useful guide here: http://t.co/QVi3akc",27/06/2011 21:42,joy,positive
"A conversation continues on Twitter about the future of Egypt, post-revolution. http://t.co/rvrKVbY",22/06/2011 17:49,neutral,neutral
"100 accounts to follow if you're interested in foreign policy: http://t.co/gPJTruB",20/06/2011 22:35,joy,positive
"Looking for some new top notch accounts to follow? Try checking out what's being shared using the hashtag #FF. Have fun!",17/06/2011 17:58,joy,positive
"#protip: download Firefox with Twitter & search for @usernames or #hashtags right from the address bar http://t.co/Kg07Djm #firefoxtwitter",17/06/2011 17:07,joy,positive
"It's fun to see live debates like last night's #cnndebate happen on TV & extend on Twitter in real-time. http://t.co/5OiftUW Did you watch?",14/06/2011 20:33,joy,positive
"Link sharing made simple http://t.co/dxkcgwE",07/06/2011 23:06,joy,positive
"Oba! Twitter is now available in Brazilian Portuguese http://t.co/46M9L0j #TwitterPT",07/06/2011 20:27,joy,positive
".@Olympics is giving away a trip to the 2012 games exclusively on Twitter. Tweet a photo in honor of #olympicday to win: http://t.co/r9VlaI7",06/06/2011 20:50,joy,positive
"#Photos on Twitter: taking flight http://t.co/qbJx26r",02/06/2011 18:53,joy,positive
"The catchy song from our video is called ""Sydney (I'll Come Running)"" by @BrettDennen. Watch it again (and again) here: http://t.co/Grvmjfw",01/06/2011 19:32,joy,positive
"Today we're launching a new #search and #photos experience http://t.co/WYZItpo",01/06/2011 18:03,joy,positive
"Introducing the Follow Button: http://t.co/BBQkuXE",31/05/2011 20:07,joy,positive
"We're rolling out a new option for the ""following"" page: view Tweets from the accounts a user follows, as well as a list of those accounts.",26/05/2011 19:30,joy,positive
"Twitter welcomes TweetDeck to the flock http://t.co/MI7uaee",25/05/2011 15:33,joy,positive
"Starting today, we're rolling out an email notification that lets you know if someone you follow retweets or favorites one of your Tweets.",23/05/2011 21:28,joy,positive
"The world feels so much smaller when you can participate in a live event right from your couch. Here's one: http://t.co/6L3GLPo #MEspeech",18/05/2011 20:08,joy,positive
"An update to give you more clarity & control with your 3rd party Twitter apps. http://t.co/A4xMmpp",18/05/2011 17:05,neutral,neutral
"Remember in 2009 when @aplusk and @cnn were racing to be the 1st to reach a million followers? @ladygaga just reached 10 million. Wow!",16/05/2011 17:23,joy,positive
"Twitter for Mac is now easier and faster, and you can open multiple windows at once http://t.co/0JG5Mcq",12/05/2011 18:01,joy,positive
"We released an update for #TwitterforMac: http://t.co/0JG5Mcq",12/05/2011 13:06,joy,positive
"Making your mobile web experience appier: http://t.co/rq9RhoZ",11/05/2011 22:28,joy,positive
"#FF Follow your mom in honor of Mother's Day! http://t.co/MJQc1CU",06/05/2011 21:48,joy,positive
"Wow, @KentonCool managed to send the 1st Tweet from an Everest summit. Where's the craziest place you've ever tweeted?",06/05/2011 16:33,joy,positive
"Psst, there's a secret ending in this video. http://t.co/oCS7wA2 Hint: @ConanOBrien gets emotional.#MyMomTweets",05/05/2011 18:36,joy,positive
"@RomanticTechie Impressive! (cc @captnonchalant)",05/05/2011 18:25,joy,positive
"Your Mom...On Twitter http://t.co/Sz7WVPc",05/05/2011 17:50,joy,positive
"How including Twitter in TV broadcasts drives audience engagement: new on the Twitter blog. http://t.co/e6MsCb0",04/05/2011 17:25,joy,positive
"Twitter blog post: Twitter now available in Russian and Turkish http://t.co/YnGIst3",26/04/2011 19:13,joy,positive
"Great example of why it's valuable to follow orgs you admire: @NASA invited 150 followers to witness the final launch of Endeavour! #STS134",26/04/2011 17:56,joy,positive
"Thanks to the visitors of Twitter HQ this week who are keeping us fired-up with their passion, including @nancypelosi & @Ghonim. #FF",22/04/2011 18:58,joy,positive
"Is your favorite band on Twitter? http://t.co/f2GQxKa",21/04/2011 17:23,joy,positive
"Hear about the musical antics of @Portugaltheman. http://t.co/lt20F5f Do you follow music on Twitter?",20/04/2011 19:51,joy,positive
"Are you doing something positive this #Earthday? This new @charitywater video may offer some inspiration. http://t.co/i8zLLWs",20/04/2011 16:52,joy,positive
"Live Tweeting to the Stanley Cup http://t.co/6ZUIUSW",19/04/2011 20:26,joy,positive
"This is only the beginning! RT @jasoncosta Twitter knows how to make a noobie feel good on his first day. yfrog.com/h6t9mcoj -@JoinTheFlock",18/04/2011 23:46,joy,positive
"NFL player @ndamukong_suh is trying to set a world record for largest Tweetup. http://t.co/2fMPgbG Sounds like one crazy tailgate party!",15/04/2011 21:02,joy,positive
"A US Supreme Court Justice uses Twitter to follow important global news. http://t.co/z8Jx8lZ What do you follow?",14/04/2011 22:10,joy,positive
"Follow the pros, the pundits and the #playoffs. Discover: Basketball on Twitter. http://t.co/QnRQa42",14/04/2011 18:00,joy,positive
"This site is providing some good laughs this morning here at the Twitter office: http://t.co/OCL1v7H",13/04/2011 16:31,joy,positive
"@SIMMYSIMSTER Yep! They can check their @mention tab on their home profile and see all public Tweets that contain their @username.",12/04/2011 21:05,joy,positive
"Who's new to Twitter this week? What's your favorite account to follow so far? #welcometotwitter",12/04/2011 17:57,joy,positive
"Trends - now in 70 more locations http://t.co/Smuswqs",11/04/2011 23:15,joy,positive
"Like science? Fascinated by space? Want to learn how to moonwalk? Check out this post on @NASA http://t.co/HsC1hRE",08/04/2011 16:16,joy,positive
"Following @NASA: Learn the moonwalk http://t.co/HsC1hRE",08/04/2011 00:18,joy,positive
"The last video in that playlist is particularly powerful. @Shesatease tells an amazing story. Here's the direct link: http://t.co/dKTL0eU",05/04/2011 20:19,joy,positive
"Watch unseen clips from Twitter's 5th b-day video in this playlist http://t.co/lZnwPje Full cuts from @SnoopDogg @Ghonim @StateDept & more.",05/04/2011 20:00,joy,positive
"Discover new accounts and search like a pro http://t.co/ZfmVHhe #prostyle",04/04/2011 19:09,joy,positive
"The @bronxzooscobra has hijacked @ryanseacrest's Twitter account. Looks like a job for our @support team!",01/04/2011 17:41,joy,positive
"Happy #openingday! In case you missed it, get some inspiration from this: http://t.co/g1jRjRe Who will the video be about next year?",31/03/2011 18:00,joy,positive
"Arg, broken link in previous Tweet. Here it is in full to see the conversation on this satire: http://t.co/3CJ2Fsz",29/03/2011 18:38,sadness,negative
"Scared of snakes? This one isn't so intimidating! @BronxZoosCobra. bit.ly/BronxCobra",29/03/2011 18:32,fear,neutral
"@meezigirl We do! Also, there are many more Twitter Inc. accounts you can check out if you're curious what we're up to. http://t.co/izRxpaU",29/03/2011 17:49,joy,positive
"Those interested in gardening and ""eating with intention,"" welcome @AliceWaters to Twitter! Tell us, what other foodie accts do you follow?",29/03/2011 01:04,joy,positive
"An interesting follow-up on Twitter usage during Japan disaster. http://t.co/9hYkOFY (stats from @PEJPew)",28/03/2011 17:17,sadness,negative
"Even if you're not in the news biz, our http://t.co/HZtDQ9n blog may intrigue you. A lot of cool insights from our @twittermedia team.",25/03/2011 22:05,joy,positive
"#Quakebook: A Twitter-sourced Japan charity book published in one week to benefit the earthquake victims. http://t.co/KJ0kUf1",25/03/2011 17:48,sadness,negative
"@sandmaxprime As we always say, it's the people that make Twitter awesome. That includes you!",25/03/2011 17:40,joy,positive
"Related to last Tweet: Follow @JoinTheFlock. We're hiring fast and strong! http://t.co/Kl39CQz",25/03/2011 16:17,joy,positive
"Applicants battle for a summer internship via Twitter. http://t.co/uiHCPlU  Recruiting out in the open; it's a whole new thing!",25/03/2011 16:09,joy,positive
"Adopt a dog named Twitter! http://t.co/Tu89Z2B",24/03/2011 21:29,joy,positive
"#IfGagaRanTwitter, she'd be the CMO: Chief Monster Officer. cc/ @LadyGaga",23/03/2011 23:25,joy,positive
"Our friends @virginamerica are giving away 5 Twitter b-day gifts to celebrate our 5th year. Follow them for clues & win a flight! #VX5Tweets",23/03/2011 18:20,joy,positive
"@mchell1227 Twitter is different for everyone. Take time to discover accounts that you find useful/interesting. http://t.co/of251RI",22/03/2011 18:26,joy,positive
"@djOliverDeBonis Here's a good read http://t.co/LaCjhg1 and here's a good list for music lovers http://t.co/7tzQX6W Enjoy!",22/03/2011 18:18,joy,positive
"@photo3models It's ok to be fashionably late! Now, time to catch up on the conversation. Maybe you'll find this useful http://t.co/M4acluy",22/03/2011 18:11,joy,positive
"@rwkeys It's never too late! Perhaps you will find this list interesting &gt; http://t.co/XInweDg",22/03/2011 18:07,joy,positive
"@Tony__Tedesco Great! Looks like you're  into baseball-you should check out our Sports list to find related accounts http://t.co/juYzGri",22/03/2011 18:01,joy,positive
"Welcome to Twitter @RobinRoberts! To all others who joined this week, reply to this Tweet and let us know how it's going! #ClassofMarch2011",22/03/2011 17:42,joy,positive
"Today we are celebrating the people that make Twitter special. (hint: you!) http://t.co/vIWhctJ #5yrs",21/03/2011 17:03,joy,positive
"And one to grow on: http://t.co/w3B9Mq8 #5yrs",21/03/2011 15:37,joy,positive
"A Tweet of sarcasm to embody public frustration, 2010 http://t.co/wqT4vnU #5yrs",21/03/2011 15:34,anger,negative
"A Tweet from up above, 2009 http://t.co/qBtTvH8 #5yrs",21/03/2011 15:32,joy,positive
"A Tweet for those who need us, 2009 http://t.co/3Q14WKu #5yrs",21/03/2011 15:31,sadness,negative
"A Tweet of levity from our co-founder, 2008 http://t.co/QwoS9Lx #5yrs",21/03/2011 15:30,joy,positive
"A Tweet that freed one photojournalism student in Egypt, 2008 http://t.co/nkt0Qoh #5yrs",21/03/2011 15:30,joy,positive
"Today marks the 5th year of tweets! Help us celebrate by digging up your favorite one & sharing it using the hashtag #5yrs. Here are ours...",21/03/2011 15:29,joy,positive
"Reminiscing about #SxSW & wanting to give many thanks to @shearcreativity @coolhaus @franklinbbq @icenhauers & @deepeddyvodka for the love!",19/03/2011 19:21,joy,positive
"Prove the true meaning of humanity. Participate in the relief efforts of Japan. Learn more here: http://t.co/IvY9ihu #hope4japan",18/03/2011 22:41,sadness,negative
"Don't forget to follow your new favorite band after discovering them at #SxSW. This list by @AllSongs may be helpful http://t.co/12553of",16/03/2011 18:40,joy,positive
"A little known fact - the past tense of Tweet is to Twote. This and more from the professor of Tweetology. http://t.co/wEXf4XJ #5years",16/03/2011 02:49,joy,positive
"Making Twitter more secure: HTTPS http://t.co/lZS4yEh",15/03/2011 21:11,joy,positive
"New blog post: #numbers http://t.co/uo9YTVP",14/03/2011 18:41,joy,positive
"At the #TwitterRetreat setting up for a panel on tech in Tunisia. If you're around come join us. We have blankets! #SxSW http://t.co/360aFQx",14/03/2011 16:07,joy,positive
"Support for Japan http://t.co/X1oypWH",13/03/2011 03:15,sadness,negative
"#SxSW at the Twitter Retreat - a special panel on tech in Tunisia and a working session on how Twitter can help NPOs plancast.com/p/4e2t",12/03/2011 16:37,joy,positive
"#SxSW goers: Discover the top 100 bands & follow them to stay up on their whereabouts w/ this list by @AllSongs http://t.co/xD4JPW3",12/03/2011 02:10,joy,positive
"Watching as the world reacts to Japan & the events unfolding. Here are just a few accts to follow: @RedCross @TokyoReporter @UN @TWCBreaking",11/03/2011 17:55,fear,negative
"He Tweets! http://t.co/61kAWmK (cc @CoryBooker) #BookerSVTour",10/03/2011 20:18,joy,positive
"Delighted that Mayor @CoryBooker visited HQ today. Even more delighted to hear his predictions on Twitter usage in government: Authenticity.",10/03/2011 18:59,joy,positive
"Sorry for the weird URL in that last Tweet. Here's the right one http://t.co/Hsg6KJo #IWD",08/03/2011 19:12,sadness,negative
"Honoring Women Everywhere http://t.co/2f2sJsx #IWD",08/03/2011 19:09,joy,positive
"If you'll be at SxSW this year and want to meet some Twitter peeps, come to our Retreat! RSVP: http://t.co/gxyaMhA Hope to see ya!",04/03/2011 20:37,joy,positive
"Twitter for iPhone & iPad: Even Better http://t.co/s5QG3lf",03/03/2011 18:33,joy,positive
"@CollinVanUden So you're saying we should include a tattoo clause in our trademark policy? ;)",02/03/2011 01:55,joy,positive
"@shawncampbell Sketched on an ipad no less. Very impressive!",02/03/2011 01:39,joy,positive
"Can you sketch the Twitter bird (Larry) as well as @AnnCurry? http://t.co/feWqseU Show us what you've got! #sketchLarry cc/ @jimmyfallon",02/03/2011 00:59,joy,positive
