tweet,date_time,real_sentiment,real_distilbert_sentiment
"Felices de tenerlo de regreso Presidente @JuanManSantos, Colombia lo necesita. Shak",06/10/2012 06:17,joy,positive
"Vean como se hizo el nuevo anuncio de Elixir, la nueva fragancia de Shakira. ShakiraHQ http://t.co/uwLpQo8e",04/10/2012 15:59,joy,positive
"Behind-the-scenes at the shoot for Shak's new fragrance, Elixir... ShakiraHQ http://t.co/uwLpQo8e",04/10/2012 15:41,joy,positive
"Yo me sumo a construir 1.800 aulas para 45.000 niños y niñas en Sudamérica y tú? #elretodelcole  http://t.co/eveO0MTB - Shak",03/10/2012 12:41,joy,positive
"Sabían que Shak tiene una página en @Pinterest en la que compartirá todas las cosas que la inspiran? http://t.co/sCyNLy6o ShakiraHQ",01/10/2012 19:45,joy,positive
"Shak now has a @Pinterest page to share the things that inspire her (books, places, fashion, philanthropy etc) - http://t.co/sCyNLy6o ShakHQ",01/10/2012 19:38,joy,positive
"Descubre ahora todos los secretos del spot de Elixir by Shakira en nuestro exclusivo making of http://t.co/z3Am5pLJ ShakiraHQ",28/09/2012 14:14,joy,positive
"Discover the secrets of the Elixir by Shakira spot in our exclusive ""making of"" video http://t.co/z3Am5pLJ ShakiraHQ",28/09/2012 14:13,joy,positive
"Y eso que no han escuchado cantar al sobrino!! Shak RT @3gerardpique
Mi tío cantando en #LaVoz!",26/09/2012 21:46,joy,positive
"Looking forward to the shows I have coming up in Baku Oct 13 &amp; 14!! See you guys real soon! Shak http://t.co/pVTqAT6C",26/09/2012 20:13,joy,positive
"Nuevo vídeo de Univision en el que Shakira habla del poder de la educación http://t.co/nHrpc7Th ShakiraHQ @barefootfound @fpiesdescalzos",26/09/2012 19:54,joy,positive
"New Univision video (in English): Shakira talks about the power of education. ShakHQ  http://t.co/nHrpc7Th @barefootfound @fpiesdescalzos",26/09/2012 19:53,joy,positive
"Y felicidades @AlejandroSanz por su nuevo álbum!!! Congrats Ale Sanz on your new album!!! #lamusicanosetoca Shak",25/09/2012 15:39,joy,positive
"¡Felicidades a @carlosvives por su nueva música #VolvíaNacer!",24/09/2012 14:30,joy,positive
"A Marcela Demora en Uruguay... Tus palabras tan sensibles me han emocionado profundamente! Gracias Marcela! Shak",22/09/2012 23:09,joy,positive
"Any of you U.S. folks think you can make #TeamShakira on @NBCTheVoice  Go to http://t.co/MWeQPVbr  for Season 4 casting info! #TheVoice SHQ",21/09/2012 16:51,joy,positive
"Si son de USA y creen que pueden ser del #Teamshakira @NBCVoice, visiten http://t.co/MWeQPVbr para conocer detalles de los cástings ShakHQ",21/09/2012 04:00,joy,positive
"I was really looking forward to the amazing #iHeartRadio Music Festival, but will see you guys soon! Shak",19/09/2012 21:10,sadness,neutral
"A message from Shakira / Un mensaje de Shakira http://t.co/r2pm6zaa",19/09/2012 20:41,joy,positive
"Gracias por sus mensajes cariñosos y la buena onda! Estoy muy feliz de hacer parte de #TheVoice, al lado de talentosos colegas. Shak",19/09/2012 02:28,joy,positive
"Thanks for your affectionate messages &amp; good vibes! I'm so excited to be a part of #TheVoice next to such talented colleagues. Shak",19/09/2012 02:27,joy,positive
"""Piqué, mejor defensa del mundo según una encuesta entre hinchas británicos"" http://t.co/LE6ZYg3b",19/09/2012 00:44,joy,positive
"Nos complace mucho poder anunciar que Shakira será la nueva juez en la 4a temporada del programa de NBC @NBCTheVoice ShakHQ #theVoice",18/09/2012 02:46,joy,positive
"We're excited to confirm that Shakira will join as a new coach on the 4th season of NBC's hit show @NBCTheVoice! ShakHQ #theVoice",18/09/2012 02:44,joy,positive
"No hay boletos para el @iHeartRadio Fest Vegas. Aun pueden conseguir pases VIP Todo lo recaudado irá a @barefootfound http://t.co/VZuBX5uC",14/09/2012 19:16,joy,positive
"Tix for @iHeartRadio Fest in Vegas on 21/9 have sold out, but you can buy VIP passes in aid of @barefootfound at http://t.co/PCf7g75W ShakHQ",14/09/2012 19:15,joy,positive
"Muchos de ustedes nos pidieron el áudio de ""Hay Amores"" cantado por Shakira y su padre. Aquí lo tienen -&gt; http://t.co/hetmsFqi ShHQ",10/09/2012 16:25,joy,positive
"After seeing the video of Shak singing #HayAmores with her dad - many of you asked to hear the full song -&gt;
  http://t.co/hetmsFqi ShakHQ",10/09/2012 16:23,joy,positive
"PHOTO: Rehearsing with the band in Milan! / Con la banda en Milan! Shak
 http://t.co/bv98mjFH",09/09/2012 22:12,joy,positive
"Thanks everybody for so many sweet birthday messages to my father! you guys are great, love you all! Shak",07/09/2012 19:06,joy,positive
"Gracias a todos por tantos mensajes cariñosos de felicitación a mi papa! Son muy lindos ustedes, los quiero muuucho!! Shak",07/09/2012 19:06,joy,positive
"Las políticas en pro de la niñez son una de las garantías para construir un mejor futuro. @BarackObama http://t.co/5IYOqDCK Shak",07/09/2012 15:56,joy,positive
"Policies in favor of early childhood education are one of the ways to guarantee a better future @BarackObama
 http://t.co/5IYOqDCK Shak",07/09/2012 15:56,joy,positive
"PHOTO: Celebrating my dad's 81st with my mom and aunt Maria Alicia. Shak http://t.co/4oWFDfuv",06/09/2012 20:07,joy,positive
"FOTO: Celebrando los 81 añitos de mi papa con la mamma y la tía María Alícia. Shak
 http://t.co/4oWFDfuv",06/09/2012 20:05,joy,positive
"¡Feliz cumpleaños papito! - Happy Birthday daddy! Shak http://t.co/saTSguif",06/09/2012 16:36,joy,positive
"Ciao Milano! Shak  http://t.co/mAZvjWn1",05/09/2012 21:19,joy,positive
"Felicidades a los niños de @fpiesdescalzos por haber ocupado el 2o lugar en el festival de danza intercolegial.En Barranquilla se baila así!",01/09/2012 23:36,joy,positive
"Falcao sensacional! Una y otra vez!! Shak",01/09/2012 00:06,joy,positive
"Now available the extended version of the Elixir by Shakira ad! http://t.co/P9dB7e0h ShakiraHQ",31/08/2012 15:30,joy,positive
"Você já pode assistir a versão estendida do anúncio da fragrância Elixir by Shakira!   http://t.co/JApUAVbU ShakiraHQ",31/08/2012 15:30,joy,positive
"¡Ya puedes ver la versión extendida del spot de Elixir by Shakira!    http://t.co/JApUAVbU ShakiraHQ",31/08/2012 15:29,joy,positive
"More new tracks just added to Shak's Spotify playlist -
listen/subscribe at
http://t.co/BNlf9UKF ShakiraHQ",29/08/2012 17:44,joy,positive
"Añadimos nuevas canciones a la playlist de Shak en Spotify. Para escucharlas o suscribirse http://t.co/BNlf9UKF ShakiraHQ",29/08/2012 17:44,joy,positive
"¡¡Bravo Falcao!! ¡Viva Colombiaaaaaaa! Shak",27/08/2012 20:44,joy,positive
"Hasta el Miércoles (29 Ag) el álbum Sale El Sol de Shakira está disponible en la tienda iTunes de US por $6.99 http://t.co/qzwiAn0r ShakHQ",26/08/2012 16:06,joy,positive
"Until Wed (Aug 29) Shak's hit Sale el Sol album is on offer on US iTunes for just $6.99. Get it from http://t.co/qzwiAn0r ShakiraHQ",26/08/2012 16:05,joy,positive
"Whenever Wherever, certificado por @VEVO por sus 100m de visitas! Gracias chic@s! Ahora llegó el turno de Hips http://t.co/lSKS8RfS ShkHQ",24/08/2012 16:35,joy,positive
"Whenever, Wherever is now @VEVO certified with 100m views! Thanks
guys! (Only 4.7m until Hips Don't Lie is too!
http://t.co/lSKS8RfS) ShakHQ",24/08/2012 16:34,joy,positive
"Gracias por hacerme tan feliz. Shak",24/08/2012 13:37,joy,positive
"Solamente faltan 300,000 reproducciones para que ""Whenever, Wherever"" llegue a  100 millones @VEVO  ¡Gracias!
http://t.co/YSIS1uEl SHQ",21/08/2012 17:24,joy,positive
"The Whenever, Wherever video is now just 300k from being @Vevo certified for 100m views! Thanks everyone! http://t.co/YSIS1uEl ShakiraHQ",21/08/2012 17:23,joy,positive
"PHOTO: Psiquis y Cupido desde lo alto del Pompidou! - Psyche and Cupid from the heights of the Pompidou! Shak  http://t.co/wVCeherq",20/08/2012 17:55,joy,positive
"Qué lindo ver a Guaje de vuelta! Shak",19/08/2012 21:13,joy,positive
"This World Humanitarian Day I’m doing something good, somewhere, for someone else. Join me! #WHD2012 #IWASHERE http://t.co/NULqLX59",18/08/2012 15:32,joy,positive
"People having a good time on the steps of Montmartre!  Y la gente pasándolo bien en las escalinatas de Montmartre! http://t.co/X59lGguQ",17/08/2012 19:38,joy,positive
"Me just now, in front of one the most controversial and scandalous
paintings in art's history... Shak http://t.co/aalsm21l",16/08/2012 16:30,joy,positive
"Aquí estoy con uno de los cuadros más polémicos y escandalosos de la historia del arte. Shak  http://t.co/aalsm21l",16/08/2012 16:27,joy,positive
"A day off from the studio in Paris! Shak http://t.co/sPzO4NCL",16/08/2012 03:23,joy,positive
"El vídeo de Get It Started está a punto de superar los 5 millones de reproducciones ¿Saben dónde lo grabó Shak? ShakHQ http://t.co/CbDMc9XD",13/08/2012 16:57,joy,positive
"The Get It Started video is about to hit 5m views! So, who can guess
which city Shak was filmed in? http://t.co/CbDMc9XD ShakHQ",13/08/2012 16:55,joy,positive
"Es Viernes y Shak ha añadido canciones nuevas en su playlist de @Spotify para celebrar el fin de semana http://t.co/BNlf9UKF ShakHQ",10/08/2012 19:51,joy,positive
"It's Friday, and Shak's added some Latin flavour to her @Spotify playlist to help spice up your weekend. http://t.co/BNlf9UKF ShakHQ",10/08/2012 19:50,joy,positive
"Muy emocionada por nuestra medalla de Oro y Bronce! Viva Colombia! Very excited about our Gold and Bronze medals! Viva Colombia! Shak",10/08/2012 17:08,joy,positive
"El vídeo de #GetItStarted ya está disponible en iTunes (exceptuando Reino Unido) http://t.co/so98UzIJ ShakHQ http://t.co/NTgYGDIS",09/08/2012 16:45,joy,positive
"The #GetItStarted video is now available on iTunes worldwide (exc the UK). Get it now from http://t.co/so98UzIJ ShakHQ http://t.co/NTgYGDIS",09/08/2012 16:44,joy,positive
"Muchas gracias por todos sus votos en los premios Do Something de VH1. Aún quedan unos días para votar http://t.co/7myviWB5. Gracias! ShakHQ",08/08/2012 21:36,joy,positive
"Thanks for all your votes for Shak in VH1's Do Something Awards. Still a few days left to vote, at http://t.co/7myviWB5. Thanks! ShakiraHQ",08/08/2012 21:35,joy,positive
"Jairo Varela celebraremos tu vida bailando y cantando tu música por siempre! Shak",08/08/2012 20:38,sadness,neutral
"En la campiña Francesa con los Pirineos al fondo / In the French countryside with the Pyrenees in the background. Shak http://t.co/ERUYd9y6",07/08/2012 14:05,joy,positive
"¡Qué lindos son! Muchas gracias por todos los tweets que me mandaron ayer. Los quiero. Shak",06/08/2012 15:22,joy,positive
"Felicidades a Caterine Ibargüen por conseguir nuestra cuarta medalla! / Congratulations to Caterine for obtaining our fourth medal! Shak",05/08/2012 21:36,joy,positive
"Happy Birthday Mr President Obama!
Shak",04/08/2012 22:00,joy,positive
"#GetItStarted ya tiene más de un millón de reproducciones! Muchas gracias chic@s. Shak http://t.co/g6xZ3Dhi",04/08/2012 15:29,joy,positive
"Wow! One million views for the #GetItStarted video already! Thanks guys. Shak http://t.co/g6xZ3Dhi",04/08/2012 15:29,joy,positive
"FOTO: En el sur de Francia, donde me encuentro escribiendo para el nuevo álbum, y muy niña buena!! http://t.co/HWDvbcVQ
Shak",03/08/2012 15:19,joy,positive
"PHOTO: In the south of France, writing more songs for the new album, and looking very proper!! Shak http://t.co/HWDvbcVQ",03/08/2012 15:18,joy,positive
"Muchas gracias y Feliz Cumpleaños! Shak RT @ClubShakSpain @shakira Por fin lo tenemos aquí! #ClubShakSpain10años http://t.co/CbDMc9XD",02/08/2012 17:57,joy,positive
"Thanks for the pic! Shak RT @OMGaggia @shakira Looks great on this video http://t.co/8BQV6kEw  #GetItStarted",02/08/2012 17:57,joy,positive
"Qué lindo! Un beso! Shak RT @Guga87 Genial, esa frescura de shakira, te amo Shaki! @Shakirafansclub",02/08/2012 17:57,joy,positive
"Gracias por su apoyo #Shakifans Shak RT @Shakirafansclub #Shakifans están esperando Get it started? http://t.co/CbDMc9XD",02/08/2012 17:56,joy,positive
"Obrigada! Shak RT @Shakira_Brasil @Shakira_Brasil é Top TT com a tag #GetItStarted http://t.co/grvsL5Br",02/08/2012 17:56,joy,positive
"Oh! 5 more times? :) Shak RT @D.O.G  @shakira just watched the #getitstarted vid like 5 times is sickk!! I love it!! http://t.co/CbDMc9XD",02/08/2012 17:55,joy,positive
"Aquí lo tienen! El estreno en @VEVO del vídeo #GetItStarted de @Pitbull feat. Shakira http://t.co/O63HQ7oN ShakHQ",02/08/2012 13:01,joy,positive
"Here it is! The @Vevo premiere of the video for #GetItStarted by
@Pitbull feat Shakira!  http://t.co/O63HQ7oN ShakHQ",02/08/2012 13:00,joy,positive
"En 15 minutos... #GetItStarted ShakHQ",02/08/2012 12:44,joy,positive
"Just 30 minutes until you can #GetItStarted... ShakHQ",02/08/2012 12:30,joy,positive
"Si se están preguntando la hora del estreno de #GetItStarted mañana, este link http://t.co/789qN83l les ayudará http://t.co/nVVKW6NC SHQ",01/08/2012 21:39,joy,positive
"Wondering what time the Get It Started video premiere is tomorrow
where you are? Click http://t.co/789qN83l ShakHQ http://t.co/nVVKW6NC",01/08/2012 21:37,joy,positive
"""Get It Started"" http://t.co/tlCNh7xZ",01/08/2012 16:53,joy,positive
"NOTICIAS - El vídeo de #GetItStarted se estrenará en @VEVO este jueves 2 de Agosto a las 9am EDT/3pm CET ShakHQ http://t.co/PVMhSPoz",31/07/2012 21:23,joy,positive
"NEWS The #GetItStarted video by @Pitbull feat Shakira will premiere
on @Vevo on Thur 2 Aug at 9am EDT/3pm CET ShakHQ http://t.co/PVMhSPoz",31/07/2012 21:22,joy,positive
"Dos medallas de plata para #Colombia hasta hoy! Vamos por más! Shak",30/07/2012 23:11,joy,positive
"Two silver medals for #Colombia so far! Let's go for more! Shak",30/07/2012 23:11,joy,positive
"Añadimos 7 nuevas canciones en la Playlist personal de Shakira en @Spotify (nos viene rockera). Para escuchar http://t.co/BNlf9UKF SHQ",25/07/2012 21:30,joy,positive
"7 new tracks added to Shak's personal @Spotify playlist (and it's a rocky selection this week!) Listen/subscribe at http://t.co/BNlf9UKF
SHQ",25/07/2012 21:29,joy,positive
"PHOTO: Check it out, pretty cool! Thanks Manolito! Shak http://t.co/QhTYAXkZ",24/07/2012 17:29,joy,positive
"Un proyecto arquitectónico de la @fpiesdescalzos seleccionado para libro de la Bienal de Arquitectura Colombiana http://t.co/xJK8jOIY ShakHQ",23/07/2012 20:51,joy,positive
"A project part funded by @fpiesdescalzos - is to be featured in Colombia's prestigious Biennial of Architecture. http://t.co/xJK8jOIY ShakHQ",23/07/2012 20:50,joy,positive
"PHOTO: Ballenas!! - Whales!! http://t.co/GzhmOjPJ",20/07/2012 16:25,joy,positive
"Shakira ha llegado a la final de la Batalla de las Princesas del POP de MTV! Para VOTAR (y votar otra vez) http://t.co/8QeravMJ Gracias! SHQ",19/07/2012 16:39,joy,positive
"Shakira's in the Final of MTV's Princess of Pop! Please VOTE (and vote again!) at http://t.co/8QeravMJ (no need to register). Thanks! SHQ",19/07/2012 16:39,joy,positive
"Shakira tiene una nueva playlist en @Spotify  que irá actualizando cada semana. Para suscribirse o escucharla http://t.co/lks6r3bz ShakiraHQ",18/07/2012 15:34,joy,positive
"Shakira has a new @Spotify playlist, which she'll regularly be adding new songs to! Head to http://t.co/lks6r3bz to listen/subscribe. ShakHQ",18/07/2012 15:33,joy,positive
"Feliz cumpleaños @ShakiraPD  y @AguilaHalcon. Muchas gracias por su apoyo durante todos estos años. Un beso. Shak.",15/07/2012 18:02,joy,positive
"Shak ha sido nominada en los premios ""Do Something"" de @VH1. Para votar por ella -&gt;  http://t.co/7myviWB5 (Gracias!) ShakiraHQ",12/07/2012 17:56,joy,positive
"Shak has been nominated for @VH1's 2012 Do Something Awards! You can
vote for her at http://t.co/7myviWB5 (thanks!) ShakiraHQ",12/07/2012 17:54,joy,positive
"Aquí les dejamos con este vídeo oficial con la letra de #GetItStarted de @pitbull feat Shakira animada http://t.co/5KBwzSyt ShakiraHQ",10/07/2012 19:59,joy,positive
"Here's the official animated lyric video for #GetItStarted by @Pitbull feat Shakira! http://t.co/5KBwzSyt ShakiraHQ",10/07/2012 19:58,joy,positive
"Nos complace mucho poder anunciar que Shakira actuará en el Festival @iHeartRadio en Las Vegas en setiembre http://t.co/M4ZXO2Dd ShakiraHQ",09/07/2012 13:07,joy,positive
"We're pleased to report that Shakira is playing at the @iHeartRadio
Music Festival in Las Vegas in September! http://t.co/M4ZXO2Dd
ShakiraHQ",09/07/2012 13:06,joy,positive
"Ya han escuchado #GetItStarted, el nuevo sencillo de @Pitbull feat Shakira? Para escucharlo - http://t.co/FaJDq9fU ShakiraHQ",04/07/2012 19:05,joy,positive
"Have you checked out #GetItStarted, the new single by @Pitbull feat
Shakira yet? Hear it now at http://t.co/FaJDq9fU ShakiraHQ",04/07/2012 19:04,joy,positive
"Shak continua en ""La Batalla de las Princesas del POP"" de MTVLA. Para votar: http://t.co/ZE4nOtAY ¡Muchas Gracias! ShakiraHQ",03/07/2012 16:49,joy,positive
"Shakira's up against Britney in MTV's Princess of Pop - vote Shak at
http://t.co/ZE4nOtAY (it's just a simple
click to vote). Thx! ShakiraHQ",03/07/2012 16:44,joy,positive
"Felicidades España! Hoy han hecho historia!!
Y a mi 3...18 títulos, 8 a tu lado. Qué orgullosa estoy de tí! Shak",01/07/2012 20:42,joy,positive
"Today's game takes place at the stadium in Kiev that I helped inaugurate last December! So excited and nervous all at once! Shak",01/07/2012 19:27,joy,positive
"El partido toma lugar en el estadio de Kiev que inauguré en Diciembre pasado! Qué  ilusión y qué nevios! Shak",01/07/2012 19:24,joy,positive
"En Portugal donde estuve filmando ayer mi nuevo vídeo.
Obrigada gente! Shak",01/07/2012 07:52,joy,positive
"#GetItStarted, nuevo sencillo de @Pitbull feat. Shakira, YA está disponible en todo el mundo. Para comprarlo http://t.co/CPvqIg3N ShakHQ",28/06/2012 20:40,joy,positive
"#GetItStarted, the new single by @Pitbull ft Shakira, is OUT NOW! Download it:
http://t.co/CPvqIg3N ShakiraHQ",28/06/2012 20:39,joy,positive
"In rehearsals working on choreography in Poland / Hoy en ensayos de coreo en Polonia! Shak",26/06/2012 20:13,joy,positive
"Shakira ha sido nominada por @MTVLatinAmerica en la ""Batalla de Las Princesas del POP"". Para votar http://t.co/ZE4nOtAY Gracias! ShakiraHQ",26/06/2012 16:43,joy,positive
"FOTO:  en Ucrania...siguiendo a La Roja, esto de ser groupie es muy agotador!! :) Shak http://t.co/L1HrQ52Y",23/06/2012 23:48,joy,positive
"PHOTO: From yesterday's video shoot ...coming soon. Esto fue ayer durante la filmación del próximo vídeo http://t.co/BnzjFVz9",23/06/2012 16:39,joy,positive
"Descubran la nueva http://t.co/5NCH3vz2 en @tumblr! Una página web temporal mientras trabajamos en la nueva página oficial! ShakiraHQ",22/06/2012 15:54,joy,positive
"Check out our new Tumblr-powered http://t.co/sZ8RHZvT (an interim site while we work on a brand new official site). Hope you like! ShakiraHQ",22/06/2012 15:52,joy,positive
"Los Shaki fans están intentando que Whenever, Wherever llegue a ser Certified en @VEVO (100 millones). Faltan 4.5m! http://t.co/YSIS1uEl SHQ",18/06/2012 18:33,joy,positive
"So Shak's fans are trying to get Whenever, Wherever to @VEVO Certified status (100m views). 4.5m views to go! http://t.co/YSIS1uEl ShakiraHQ",18/06/2012 18:32,joy,positive
"Y aquí está la prueba! - Here is
the proof!  http://t.co/feqis4fJ",16/06/2012 19:23,joy,positive
"En Bicicleta en Polonia..creo que mi hermano Tony estuvo teniendo alguna
dificultad para subir la loma..Yo voy fresquita como una lechuga!",16/06/2012 19:02,joy,positive
"Biking in Poland...I think my brother Tony was having a bit of a hard time
going up the hill...I'm fresh as a piece of lettuce! Shak",16/06/2012 19:01,joy,positive
"PHOTO: En el partido España-Irlanda / At the Spain-Ireland match. Shak #Euro2012 http://t.co/1vFBucpb",14/06/2012 21:02,joy,positive
"3 vídeos de Shak - Rabiosa, Loca y Waka Waka - ya son Certified en @VEVO por haber llegado a las 100 millones de reproducciones Gracias! SHQ",13/06/2012 16:48,joy,positive
"3 of Shak's videos - Rabiosa, Loca &amp; Waka Waka - have been awarded
@VEVO's Certified status, for reaching 100m views. Thank you guys! SHQ",13/06/2012 16:46,joy,positive
"Descubran el nuevo remix de DJChus de #AddictedToYou http://t.co/ZtdXQhp6 que pueden comprar en iTunes aquí http://t.co/MXvWIkJy ShakiraHQ",07/06/2012 16:51,joy,positive
"Check out DJ Chus's Addicted To You remix - http://t.co/ZtdXQhp6 -
from the new Remix EP out now on iTunes at http://t.co/MXvWIkJy ShakiraHQ",07/06/2012 16:50,joy,positive
"PHOTO: Dancing with my girl @hihatprod / Bailando con mi querida @hihatprod Shak http://t.co/kMhFMAkX",07/06/2012 02:14,joy,positive
":-) Shak  http://t.co/8KJWoctt",02/06/2012 14:08,joy,positive
"Gracias a Nico Tovar! Se siente Barranquilla!! Shak http://t.co/Q6rQBkKK",01/06/2012 15:59,joy,positive
"FOTO: Mi hermano Tony jugando en el equipo de @3gerardpique ! Han ganado a los amigos de Puyi 11-8! Shak http://t.co/N9Mmh03J",30/05/2012 22:52,joy,positive
"PHOTO: With the one and only @OlguiChirino in the studio in Barcelona / Con la única e inigualable @OlguiChirino en el… http://t.co/IIdPYBpX",27/05/2012 21:19,joy,positive
"PHOTO: I now have to sing with my head tilted because my engineer is so lazy he won't straighten up my mic / Ahora ten… http://t.co/LkmfZwEI",26/05/2012 16:56,joy,positive
"Obrigada! Shak RT @jackleal_ Addicted To You - #Shakira Não Paro De Escutar.. \õ",23/05/2012 20:11,joy,positive
"Muchas Gracias! Shak RT @40BARRANQUILLA AHI ESTA SHAK !!! @shakira #ADDICTEDTOYOU SONANDO EN @40BARRANQUILLA 88.6 !!! @Jairo40p TE GUSTA???",23/05/2012 20:09,joy,positive
"Qué bueno leer esto! Shak RT @rogajes Aún se me ponen los pelos de punta cuando recuerdo Waka Waka en directo http://t.co/2EV9igRr",23/05/2012 20:04,joy,positive
"Absolutely untrue. But get used to it guys, u know that every week they make up something new ;) RT @laurahernandezp
Shakira in Playboy?",23/05/2012 20:02,joy,positive
"Absolutamente falso. Pero acostumbrense chicos ya saben que cada
semana se inventan algo nuevo ;) RT @FloresVanessita posarás
para Playboy?",23/05/2012 19:52,joy,positive
"Klas, Dave my super engineer &amp; Billboard in the studio in Barcelona, working on my new album (I'm the photographer!) /… http://t.co/TYhm2oyv",23/05/2012 19:49,joy,positive
"Gracias @Billboard por el premio de anoche, un gran abrazo! Shak",21/05/2012 15:50,joy,positive
"Thanks to everyone at @Billboard for last night's award! Big hug. Shak",21/05/2012 15:50,joy,positive
"En la página web PopDust, #AddictedToYou compite en el Pop-Off - para realizar sus votaciones http://t.co/n3w91bs6 ShakiraHQ",17/05/2012 16:46,joy,positive
"Over on Popdust, #AddictedToYou is in this week's Pop-Off - you can vote for it to win at http://t.co/n3w91bs6 ShakiraHQ",17/05/2012 16:43,joy,positive
"Alguien de este grupo va a cantar en público esta noche y no soy yo!! Shak http://t.co/mOO0IM9s",16/05/2012 22:08,joy,positive
"Ya pueden bajarse el vídeo de #AddictedToYou en @iTunesMusic internacional aquí http://t.co/j7RbTLOd  ShakiraHQ",16/05/2012 20:05,joy,positive
"You can download the #AddictedToYou video from @iTunesMusic worldwide at http://t.co/j7RbTLOd ShakiraHQ",16/05/2012 20:04,joy,positive
"Gracias a @Univision, lo pasé genial con ustedes en los upfronts en NY ayer. Shak",16/05/2012 18:24,joy,positive
"Para celebrar las diez millones de reproducciones de #AddictedToYou queremos compartir este vídeo del Cómo Se Hizo  http://t.co/WA1dAUts SHQ",14/05/2012 19:58,joy,positive
"To celebrate the #AddictedToYou video reaching 10 million views, we thought we'd post this Behind The Scenes film http://t.co/WA1dAUts SHQ",14/05/2012 19:57,joy,positive
"PHOTO: Soo Cool #AddictedToYou Shak http://t.co/fZNaRC5n",12/05/2012 23:16,joy,positive
"Wow! 50 million fans on Facebook. This is incredible.Thanks so much for all the love! Un beso http://t.co/45YKc5WLShak http://t.co/cSVvD11F",11/05/2012 16:00,joy,positive
"Wow! 50 millones en Facebook. Esto es increíble. Muchas gracias por su cariño! Un beso. Shak http://t.co/45YKc5WL http://t.co/cSVvD11F",11/05/2012 15:58,joy,positive
"No se pierdan nuestra galería de fotos del rodaje del vídeo de #AddictedToYou http://t.co/GxvgP9d2 ShakiraHQ",07/05/2012 20:43,joy,positive
"Check out our gallery of behind-the-scenes photos from the #AddictedToYou video shoot... http://t.co/GxvgP9d2 ShakiraHQ",07/05/2012 20:43,joy,positive
"Sale el Sol (feat the new single #AddictedToYou) is only $7.99 on U.S. iTunes right now - get it from http://t.co/wKvwUoEx ShakiraHQ",07/05/2012 01:15,joy,positive
"Almost 4m views of #AddictedToYou in 3 days! That's amazing. Thanks for the support guys",07/05/2012 01:15,joy,positive
"Casi 4M de reproducciones de #AddictedToYou. Increíble. Muchas gracias por su apoyo http://t.co/O4SQqDhc ShakiraHQ",05/05/2012 17:47,joy,positive
"jajaja! Algunos de ustedes tienen ojos de águila! La próxima vez tendré más cuidado con el de la cámara.  http://t.co/O4SQqDhc (1'53"") Shak",04/05/2012 18:05,joy,positive
"Hahaha!! That's too funny. U guys have eagle's eyes! Next time I'll be more careful with the camera man http://t.co/O4SQqDhc (1'53"") Shak",04/05/2012 18:05,joy,positive
"Qué lindos! Muchas gracias por sus comentarios sobre #AddictedToYou. Me lo pasé muy bien grabándolo (se nota, no?) http://t.co/zeDW0FNt Shak",03/05/2012 15:17,joy,positive
"Guys! Thanks so much for all your nice comments about #AddictedToYou. I had a great time shooting it! (It shows, no?) http://t.co/O4SQqDhc",03/05/2012 15:14,joy,positive
"Grazie! Shak RT @kia_shiver Yeeeeeeh Addicted to You TT in Italia!! Grande @shakira !",03/05/2012 15:10,joy,positive
"J'aime la France. Shak RT @Lola_The_Kook J'ai aimé una vidéo @YouTube http://t.co/4GU7NqKS Shakira - Addicted To You",03/05/2012 15:10,joy,positive
"Muchas Gracias Querido! Un beso a las Palmas de Gran Canaria! RT @Dancewithmysoul @shakira Im #AddictedToYou Siempre!!!!!",03/05/2012 15:09,joy,positive
"RT  @shakitati
http://t.co/zeDW0FNt #AddictedToYou",02/05/2012 16:25,joy,positive
"Muchas gracias mi México. Shak RT  @Shakira_Mexico Tenemos que lograr un TT para #AddictedToYou... ¡@shakira se sentirá muy orgullosa",02/05/2012 16:24,joy,positive
"Thank you! So happy you guys are liking it! Shak RT @amy_BSR @shakira #addictedtoyou video is beautiful BELLISSIMO I love you Shakira",02/05/2012 16:23,joy,positive
"Es @AnthonyMandler! Shak RT @DannEpp_¿Quién es el director? Quiero ser su fan. #AddictedToYou",02/05/2012 16:22,joy,positive
"Ya no puedo dormir ni comer... Shak RT @luis_yanguas Por el puro placer de flotar ahora si me llevó la corriente #AddictedToYou @shakira",02/05/2012 16:21,joy,positive
"Muchas Gracias! Se lo digo a @AnthonyMandler Shak RT  @SandyPamanes @Shakirafansclub Wow! Hermoso video #AddictedToYou qué buena producción",02/05/2012 16:20,joy,positive
"Obrigada! Shak RT @ShakiraOrkut Yeees! Vamos twittar, galera! :D Addicted to You twitter trend in Brazil right now",02/05/2012 16:20,joy,positive
"Increíble ver #AddictedToYou como twitter trend. RT si nos quieres ayudar y hacer lo mismo en donde estés! http://t.co/O4SQqDhc 
ShakiraHQ",02/05/2012 15:29,joy,positive
"Great to see #AddictedToYou trending all over the world. Press RT to
help it do the same where you are! http://t.co/O4SQqDhc
ShakiraHQ",02/05/2012 15:28,joy,positive
"Germany, you can watch the brand new #AddictedToYou video at http://t.co/O8d8nhNQ (everywhere else, it's at http://t.co/O4SQqDhc ) ShakiraHQ",02/05/2012 14:33,joy,positive
"¡Ya está aquí! El nuevo vídeo de Shakira #AddictedToYou. Esperamos sus comentarios... http://t.co/O4SQqDhc ShakiraHQ",02/05/2012 14:06,joy,positive
